concat,member_casual,rideable_type,day_of_week,start/end,station_name,lat,lng,count
2021-5,casual,classic_bike,Friday,start_station,2112 W Peterson Ave,41.991178,-87.683593,1
2021-5,casual,classic_bike,Friday,start_station,63rd St Beach,41.78091096,-87.57632375,11
2021-5,casual,classic_bike,Friday,start_station,900 W Harrison St,41.874754,-87.649807,6
2021-5,casual,classic_bike,Friday,start_station,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,7
2021-5,casual,classic_bike,Friday,start_station,Aberdeen St & Monroe St,41.880419,-87.655519,32
2021-5,casual,classic_bike,Friday,start_station,Aberdeen St & Randolph St,41.884114,-87.654264,13
2021-5,casual,classic_bike,Friday,start_station,Ada St & 113th St,41.68756162,-87.65547574,1
2021-5,casual,classic_bike,Friday,start_station,Ada St & Washington Blvd,41.88283,-87.661206,27
2021-5,casual,classic_bike,Friday,start_station,Adler Planetarium,41.86605967,-87.60739533,77
2021-5,casual,classic_bike,Friday,start_station,Albany Ave & 26th St,41.84447501,-87.70201301,1
2021-5,casual,classic_bike,Friday,start_station,Albany Ave & Bloomingdale Ave,41.914027,-87.705126,12
2021-5,casual,classic_bike,Friday,start_station,Albany Ave & Montrose Ave,41.961041,-87.705866,3
2021-5,casual,classic_bike,Friday,start_station,Artesian Ave & Hubbard St,41.88949182,-87.68821936,4
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & 13th St,41.86532167,-87.66659667,3
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Archer Ave,41.83903467,-87.66553017,5
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Augusta Blvd,41.899643,-87.6677,18
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Belle Plaine Ave,41.956057,-87.668835,13
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Blackhawk St,41.907066,-87.667252,36
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Chicago Ave,41.895966,-87.667747,26
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Division St,41.90345,-87.667747,59
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Garfield Blvd,41.792822,-87.664429,1
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Grace St,41.950687,-87.6687,10
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Grand Ave,41.891072,-87.666611,22
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Lake St,41.88592,-87.66717,6
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Pershing Rd,41.82343167,-87.66561817,1
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Wellington Ave,41.936083,-87.669807,9
2021-5,casual,classic_bike,Friday,start_station,Ashland Ave & Wrightwood Ave,41.92883,-87.668507,38
